rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance,twist,twist,linear,x,y,z,angular,x,y,z,covariance
1537750000000,,7126,,1537,660000000,"""odom""","""base_link""",,,,0.0021476654144727105,-5.7992669651125376e-08,0.0,,0.0,0.0,-1.436732884629767e-05,0.9999999998967899,"[11.936884311243736, 6.951035862585252e-10, 0.0, 0.0, 0.0, 4.6037693157488744e-07, 6.951035862585298e-10, 11.93690977679728, 0.0, 0.0, 0.0, 0.016757092699703255, 0.0, 0.0, 9.99168052944964e-07, 7.077257451366855e-29, -2.8823259092286086e-19, 0.0, 0.0, 0.0, 7.077257451366856e-29, 9.983388669411188e-07, 1.1195100467151972e-37, 0.0, 0.0, 0.0, -2.8823259092286086e-19, -6.291191643622781e-38, 9.983388669411188e-07, 0.0, 4.6037693157488664e-07, 0.016757092699703182, 0.0, 0.0, 0.0, 14.459512719249243]",,,,1.0445745202976354e-05,0.0,0.0,,0.0,0.0,-1.2275872571611308e-08,"[0.0005039082170564227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005039082170564227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.98753115885699e-07, 1.7370257257761425e-37, -7.039277681812623e-28, 0.0, 0.0, 0.0, 1.7370257257761427e-37, 9.95049383604643e-07, 1.085717592124301e-45, 0.0, 0.0, 0.0, -7.0392776818126235e-28, -6.122630917261281e-46, 9.95049383604643e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003181526091474759]"
1537750000000,,7127,,1537,700000000,"""odom""","""base_link""",,,,0.002148083252810389,-5.8004676092733126e-08,0.0,,0.0,0.0,-1.4367574363749077e-05,0.9999999998967865,"[11.93888725873382, 6.954972149851181e-10, 0.0, 0.0, 0.0, 4.6055054004293555e-07, 6.95497214985123e-10, 11.9389127382934, 0.0, 0.0, 0.0, 0.01676313447928271, 0.0, 0.0, 0.0024010007666952927, 2.0483259994581113e-22, -4.171445437411396e-13, 0.0, 0.0, 0.0, 2.0483259994581109e-22, 0.0012009999309579562, 4.1137768544005735e-32, 0.0, 0.0, 0.0, -4.171445437411396e-13, -4.1137768544005735e-32, 0.0012009999309579562, 0.0, 4.605505400429347e-07, 0.016763134479282633, 0.0, 0.0, 0.0, 14.46195758972462]",,,,1.0446171689587926e-05,0.0,0.0,,0.0,0.0,-1.2275872571611308e-08,"[0.0015549435683448005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015549435683448005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016010003478229434, 1.7388621857501599e-37, -7.0467198905261555e-28, 0.0, 0.0, 0.0, 1.73886218575016e-37, 0.00040099504938324084, 1.085717592124301e-45, 0.0, 0.0, 0.0, -7.046719890526156e-28, -6.122630917261281e-46, 0.00040099504938324084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039815260914740315]"
1537750000000,,7128,,1537,740000000,"""odom""","""base_link""",,,,0.0021485011028035132,-5.801668307371999e-08,0.0,,0.0,0.0,-1.4367819655008005e-05,0.9999999998967829,"[11.940888129323652, 6.958910056354703e-10, 0.0, 0.0, 0.0, 4.6072418551547127e-07, 6.958910056354753e-10, 11.940913622894794, 0.0, 0.0, 0.0, 0.01676917744346932, 0.0, 0.0, 0.002400500695966424, 1.0252823862052247e-22, -2.0883936710036185e-13, 0.0, 0.0, 0.0, 1.0252823862052248e-22, 0.001200500590931028, 2.1242230762369898e-32, 0.0, 0.0, 0.0, -2.0883936710036188e-13, -2.1242230762369898e-32, 0.001200500590931028, 0.0, 4.607241855154705e-07, 0.01676917744346924, 0.0, 0.0, 0.0, 14.464381558072162]",,,,1.0446526101010634e-05,0.0,0.0,,0.0,0.0,-1.2273574478095221e-08,"[0.001422874889536278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001422874889536278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016005006432307455, 4.4016596518849807e-38, -8.919738858044945e-29, 0.0, 0.0, 0.0, 4.401659651884981e-38, 0.0004004993773269502, 1.3037425660903513e-46, 0.0, 0.0, 0.0, -8.919738858044946e-29, -9.926079806176587e-48, 0.0004004993773269502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003946369321638607]"
1537780000000,,7129,,1537,780000000,"""odom""","""base_link""",,,,0.0021489189711652672,-5.802869078752033e-08,0.0,,0.0,0.0,-1.4368064902966823e-05,0.9999999998967793,"[11.942889261349114, 6.962849602642198e-10, 0.0, 0.0, 0.0, 4.6089786986107676e-07, 6.962849602642247e-10, 11.942914768937417, 0.0, 0.0, 0.0, 0.01677522165727047, 0.0, 0.0, 0.00240050069594456, 1.0251325032620917e-22, -2.088474810804947e-13, 0.0, 0.0, 0.0, 1.0251325032620917e-22, 0.0012005005908424658, 3.1585242776838266e-33, 0.0, 0.0, 0.0, -2.0884748108049472e-13, -3.1585242776838266e-33, 0.0012005005908424658, 0.0, 4.6089786986107596e-07, 0.01677522165727039, 0.0, 0.0, 0.0, 14.466805538269076]",,,,1.0446934490656945e-05,0.0,0.0,,0.0,0.0,-1.2271304517550024e-08,"[0.0014140896334230704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014140896334230704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016005006431810602, 5.545847037288594e-39, -1.1268288272311847e-29, 0.0, 0.0, 0.0, 5.545847037288592e-39, 0.0004004993765572711, 1.2966257763190216e-47, 0.0, 0.0, 0.0, -1.1268288272311847e-29, -5.3010446413229644e-48, 0.0004004993765572711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003924373795297985]"
1537820000000,,7130,,1537,820000000,"""odom""","""base_link""",,,,0.002149336856809359,-5.804069920291209e-08,0.0,,0.0,0.0,-1.4368310107324726e-05,0.9999999998967758,"[11.944890442446113, 6.966790793940793e-10, 0.0, 0.0, 0.0, 4.610715932912451e-07, 6.966790793940843e-10, 11.944915964057193, 0.0, 0.0, 0.0, 0.01678126712802182, 0.0, 0.0, 0.00240050069594456, 1.0249855866978299e-22, -2.088559026701447e-13, 0.0, 0.0, 0.0, 1.0249855866978299e-22, 0.0012005005908424656, -3.791590663327756e-33, 0.0, 0.0, 0.0, -2.0885590267014473e-13, 3.791590663327756e-33, 0.0012005005908424656, 0.0, 4.6107159329124433e-07, 0.016781267128021738, 0.0, 0.0, 0.0, 14.46922952584203]",,,,1.0447355707664724e-05,0.0,0.0,,0.0,0.0,-1.2269051120525663e-08,"[0.0014134653624779839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014134653624779839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016005006431810602, 5.54500312503382e-39, -1.1282598170008647e-29, 0.0, 0.0, 0.0, 5.545003125033819e-39, 0.0004004993765572699, 5.1794920656622866e-48, 0.0, 0.0, 0.0, -1.1282598170008656e-29, 2.484074386026426e-48, 0.0004004993765572699, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003910570926477998]"
1537860000000,,7131,,1537,860000000,"""odom""","""base_link""",,,,0.002149754759549057,-5.805270831451133e-08,0.0,,0.0,0.0,-1.4368555267793998e-05,0.9999999998967724,"[11.94689163577699, 6.970733631981094e-10, 0.0, 0.0, 0.0, 4.6124535586369574e-07, 6.970733631981144e-10, 11.946917171416471, 0.0, 0.0, 0.0, 0.016787313857707556, 0.0, 0.0, 0.00240050069594456, 1.0248397408334564e-22, -2.0886439194196296e-13, 0.0, 0.0, 0.0, 1.0248397408334564e-22, 0.0012005005908424656, 7.320476040538616e-33, 0.0, 0.0, 0.0, -2.0886439194196296e-13, -7.320476040538616e-33, 0.0012005005908424656, 0.0, 4.6124535586369495e-07, 0.016787313857707476, 0.0, 0.0, 0.0, 14.471653518028914]",,,,1.0447780352447564e-05,0.0,0.0,,0.0,0.0,-1.2266806745910396e-08,"[0.0014134237643416434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014134237643416434, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016005006431810602, 5.5442084409407734e-39, -1.1283053168703672e-29, 0.0, 0.0, 0.0, 5.544208440940775e-39, 0.0004004993765572699, 2.2693626541196382e-48, 0.0, 0.0, 0.0, -1.1283053168703675e-29, 5.394198589811596e-48, 0.0004004993765572699, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003901892805098989]"
1537900000000,,7132,,1537,900000000,"""odom""","""base_link""",,,,0.002150172679340231,-5.806471812102994e-08,0.0,,0.0,0.0,-1.436880038421571e-05,0.9999999998967688,"[11.94889283246365, 6.974678117566525e-10, 0.0, 0.0, 0.0, 4.6141915759560723e-07, 6.974678117566574e-10, 11.94891838213716, 0.0, 0.0, 0.0, 0.016793361846901084, 0.0, 0.0, 0.0024005006959582024, 1.024694402745922e-22, -2.0887289970361042e-13, 0.0, 0.0, 0.0, 1.024694402745922e-22, 0.001200500590849287, -1.81110585622319e-32, 0.0, 0.0, 0.0, -2.0887289970361045e-13, 1.81110585622319e-32, 0.001200500590849287, 0.0, 4.614191575956065e-07, 0.016793361846901004, 0.0, 0.0, 0.0, 14.474077513110835]",,,,1.0448205933232063e-05,0.0,0.0,,0.0,0.0,-1.2264567545560702e-08,"[0.0014134238401482722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014134238401482722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016005006431901551, 5.543419551918758e-39, -1.1283511785881901e-29, 0.0, 0.0, 0.0, 5.543419551918759e-39, 0.00040049937655954365, 6.997703958055936e-48, 0.0, 0.0, 0.0, -1.1283511785881904e-29, 6.931818042059593e-49, 0.00040049937655954365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0038964302189232808]"
1537940000000,,7133,,1537,920000000,"""odom""","""base_link""",,,,0.0021503816472701383,-5.807072335704079e-08,0.0,,0.0,0.0,-1.4368922749570908e-05,0.999999999896767,"[11.949892143364563, 6.976650982725989e-10, 0.0, 0.0, 0.0, 4.6150607622955907e-07, 6.976650982726036e-10, 11.949917700057197, 0.0, 0.0, 0.0, 0.01679638640819314, 0.0, 0.0, 9.991677070991742e-07, 3.544126169512684e-29, -1.4451269276774265e-19, 0.0, 0.0, 0.0, 3.5441261695126804e-29, 9.983374895846988e-07, -5.908956088389563e-38, 0.0, 0.0, 0.0, -1.4451269276774256e-19, 7.139703619115534e-38, 9.983374895846988e-07, 0.0, 4.6150607622955833e-07, 0.01679638640819306, 0.0, 0.0, 0.0, 14.475269661555405]",,,,1.0448470213361827e-05,0.0,0.0,,0.0,0.0,-1.226125836549085e-08,"[0.00046947659228629176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00046947659228629176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.98752339431044e-07, 2.1915056785579284e-38, -8.924750758138451e-29, 0.0, 0.0, 0.0, 2.191505678557929e-38, 9.950372054846635e-07, -1.4519973838537566e-46, 0.0, 0.0, 0.0, -8.92475075813845e-29, 1.753235435839685e-46, 9.950372054846635e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031287047424463]"
1537960000000,,7134,,1537,960000000,"""odom""","""base_link""",,,,0.0021507995945907817,-5.808273426257195e-08,0.0,,0.0,0.0,-1.4369167974738191e-05,0.9999999998967635,"[11.951894822648402, 6.980597959758129e-10, 0.0, 0.0, 0.0, 4.6167993847612927e-07, 6.980597959758176e-10, 11.951920393383574, 0.0, 0.0, 0.0, 0.016802436348387746, 0.0, 0.0, 0.0024010007663473705, 2.0464172428448333e-22, -4.1725262493239153e-13, 0.0, 0.0, 0.0, 2.0464172428448333e-22, 0.0012009999295546144, -4.158511100073482e-33, 0.0, 0.0, 0.0, -4.172526249323915e-13, 4.158511100073482e-33, 0.0012009999295546144, 0.0, 4.616799384761285e-07, 0.016802436348387666, 0.0, 0.0, 0.0, 14.477713664099054]",,,,1.0448895827474034e-05,0.0,0.0,,0.0,0.0,-1.226125836549085e-08,"[0.0015187436709794618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015187436709794618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001601000347034477, 2.1938314654916543e-38, -8.934222306397087e-29, 0.0, 0.0, 0.0, 2.1938314654916549e-38, 0.0004009950372051209, -1.4519973838537566e-46, 0.0, 0.0, 0.0, -8.934222306397086e-29, 1.753235435839685e-46, 0.0004009950372051209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003928704742445573]"
1538000000000,,7135,,1537,980000000,"""odom""","""base_link""",,,,0.0021510085741021146,-5.808873998505001e-08,0.0,,0.0,0.0,-1.4369290304157702e-05,0.9999999998967617,"[11.952893844473612, 6.982572063789916e-10, 0.0, 0.0, 0.0, 4.6176688657656783e-07, 6.982572063789965e-10, 11.95291942223214, 0.0, 0.0, 0.0, 0.01680546185764345, 0.0, 0.0, 9.99167707099189e-07, 3.543385956571902e-29, -1.445217557219096e-19, 0.0, 0.0, 0.0, 3.5433859565719005e-29, 9.9833748958494e-07, 1.7008512751359059e-38, 0.0, 0.0, 0.0, -1.445217557219096e-19, -4.7028362486305405e-39, 9.9833748958494e-07, 0.0, 4.617668865765671e-07, 0.01680546185764337, 0.0, 0.0, 0.0, 14.478905549731435]",,,,1.0449116115498043e-05,0.0,0.0,,0.0,0.0,-1.2257916296209994e-08,"[0.0004714369895139364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004714369895139364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.987523394311206e-07, 2.1910875255415303e-38, -8.914358323409627e-29, 0.0, 0.0, 0.0, 2.1910875255415314e-38, 9.950372055036197e-07, 4.1442813463862225e-47, 0.0, 0.0, 0.0, -8.914358323409628e-29, -1.1169444297501532e-47, 9.950372055036197e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031449831985351367]"
1538000000000,,7136,,1538,0,"""odom""","""base_link""",,,,0.002151217559413946,-5.8094745925994986e-08,0.0,,0.0,0.0,-1.4369412798028831e-05,0.99999999989676,"[11.953894253061428, 6.984546588515098e-10, 0.0, 0.0, 0.0, 4.618538457653899e-07, 6.984546588515147e-10, 11.953919837844747, 0.0, 0.0, 0.0, 0.01680848772694392, 0.0, 0.0, 9.99168052944724e-07, 7.068686413278079e-29, -2.8833128556331745e-19, 0.0, 0.0, 0.0, 7.068686413278078e-29, 9.98338866937296e-07, 3.9150082812168703e-38, 0.0, 0.0, 0.0, -2.883312855633173e-19, 9.84638704482977e-39, 9.98338866937296e-07, 0.0, 4.618538457653892e-07, 0.016808487726943842, 0.0, 0.0, 0.0, 14.480117296785002]",,,,1.0449354035101765e-05,0.0,0.0,,0.0,0.0,-1.22568231801264e-08,"[0.0004973990114205268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004973990114205268, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.98753115884486e-07, 1.7348785745257538e-37, -7.058915303216299e-28, 0.0, 0.0, 0.0, 1.7348785745257526e-37, 9.950493833061828e-07, 3.757244572714579e-46, 0.0, 0.0, 0.0, -7.058915303216295e-28, 9.770844233379753e-47, 9.950493833061828e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003170354724180887]"
1538040000000,,7137,,1538,40000000,"""odom""","""base_link""",,,,0.0021516355430258433,-5.810675833474729e-08,0.0,,0.0,0.0,-1.4369657750257928e-05,0.9999999998967565,"[11.955895090092332, 6.988496886982701e-10, 0.0, 0.0, 0.0, 4.6202779403595116e-07, 6.988496886982752e-10, 11.9559206889295, 0.0, 0.0, 0.0, 0.016814540428316566, 0.0, 0.0, 9.99168052944964e-07, 7.067753525350071e-29, -2.8834468524629053e-19, 0.0, 0.0, 0.0, 7.067753525350073e-29, 9.98338866941119e-07, 2.985154472984917e-38, 0.0, 0.0, 0.0, -2.8834468524629053e-19, 1.914073556935359e-38, 9.98338866941119e-07, 0.0, 4.620277940359504e-07, 0.016814540428316486, 0.0, 0.0, 0.0, 14.482540879602825]",,,,1.0449799350331326e-05,0.0,0.0,,0.0,0.0,-1.2254609765759998e-08,"[0.0005057052393173541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005057052393173541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.98753115885699e-07, 1.7346931402427557e-37, -7.042014528495643e-28, 0.0, 0.0, 0.0, 1.7346931402427557e-37, 9.950493836046503e-07, 2.7574532760832627e-46, 0.0, 0.0, 0.0, -7.04201452849564e-28, 1.9698523274304454e-46, 9.950493836046503e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0032068153693781]"
1538080000000,,7138,,1538,80000000,"""odom""","""base_link""",,,,0.0021520535435378576,-5.811877138334517e-08,0.0,,0.0,0.0,-1.4369902842453218e-05,0.9999999998967529,"[11.95789808306292, 6.992448831675648e-10, 0.0, 0.0, 0.0, 4.6220177468762884e-07, 6.992448831675698e-10, 11.957923695959593, 0.0, 0.0, 0.0, 0.016820594179029442, 0.0, 0.0, 0.0024010007666952927, 2.04557176646016e-22, -4.17306448797227e-13, 0.0, 0.0, 0.0, 2.04557176646016e-22, 0.0012009999309579562, 6.706371815998964e-32, 0.0, 0.0, 0.0, -4.1730644879722707e-13, -6.706371815998964e-32, 0.0012009999309579562, 0.0, 4.622017746876281e-07, 0.016820594179029365, 0.0, 0.0, 0.0, 14.484986207450149]",,,,1.0450226259037107e-05,0.0,0.0,,0.0,0.0,-1.2254609765759998e-08,"[0.0015568285299301762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015568285299301762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016010003478229434, 1.7365271341067134e-37, -7.04945963053288e-28, 0.0, 0.0, 0.0, 1.7365271341067134e-37, 0.00040099504938324084, 2.7574532760832627e-46, 0.0, 0.0, 0.0, -7.049459630532877e-28, 1.9698523274304454e-46, 0.00040099504938324084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004006815369377373]"
1538120000000,,7139,,1538,120000000,"""odom""","""base_link""",,,,0.0021524715552013237,-5.8130784956612194e-08,0.0,,0.0,0.0,-1.4370147706745347e-05,0.9999999998967495,"[11.959898931080767, 6.996402397520985e-10, 0.0, 0.0, 0.0, 4.6237579225086095e-07, 6.996402397521037e-10, 11.959924558042475, 0.0, 0.0, 0.0, 0.0168266491108993, 0.0, 0.0, 0.002400500695966424, 1.0239019194472508e-22, -2.0892029843043426e-13, 0.0, 0.0, 0.0, 1.0239019194472509e-22, 0.001200500590931028, -4.753493718720425e-33, 0.0, 0.0, 0.0, -2.0892029843043426e-13, 4.753493718720425e-33, 0.001200500590931028, 0.0, 4.623757922508602e-07, 0.016826649110899226, 0.0, 0.0, 0.0, 14.487410157752011]",,,,1.0450574482820208e-05,0.0,0.0,,0.0,0.0,-1.2252300896520367e-08,"[0.001422987868785617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001422987868785617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016005006432307455, 4.3957410646083514e-38, -8.923200849457082e-29, 0.0, 0.0, 0.0, 4.3957410646083514e-38, 0.0004004993773269502, 1.7487676667248908e-46, 0.0, 0.0, 0.0, -8.923200849457088e-29, -5.436247935549908e-47, 0.0004004993773269502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003962141020082714]"
